arg-id,comment-id,argument
A93_1,93,夕食は想像を超える料理が出てくるが、量が多すぎる
A93_2,93,和牛のステーキは不要で、地場産の海の幸があれば満足
A93_3,93,大浴場は真夜中も入れる
A93_4,93,ウミネコの鳴き声と波の音を聞きながら入る露天風呂が最高
A93_5,93,食事と絶景が自慢の宿で大満足
A94_0,94,温泉が翌朝9時まで利用でき、夕焼け、日の入、星空、朝焼け、日の出を楽しめる
A94_1,94,飲み食べ歩くのには向いていない
A95_0,95,日帰り温泉を利用
A95_1,95,オーシャンビューが美しい
A95_2,95,浴場からも海岸を見渡せる
A95_3,95,"入浴料が安く、タオルやアメニティを追加しても1,000円ちょっと"
A95_4,95,施設が新しく清掃が行き届いている
A95_5,95,アクセスが良く、三陸道路の大船渡碁石海岸ICを降りてすぐ
A96_0,96,震災復興支援で大船渡市に行っていた
A96_1,96,大船渡市にとても思い入れがある
A96_2,96,12年ぶりに大船渡温泉に宿泊
A96_3,96,食べ物のアレルギーに対応してくれた男性スタッフに感謝
A96_4,96,チェックイン時、夕食、朝食でスタッフからの確認があり安心
A96_5,96,夕食のお品書きがアレルギー対応で書き換えられていて心遣いを感じた
A97_0,97,スィートに宿泊し、海を眺めながら入浴できる
A97_1,97,雨だったのが残念
A97_2,97,大浴場も利用
A97_3,97,食事は海鮮料理で、事前に言えば別料金で肉系も頼める
A97_4,97,ルームサービスができることを後で知った
A97_5,97,喫煙専用客室階がある
A97_6,97,母との良い想い出になった
A98_0,98,日帰り温泉でよく訪れる
A98_1,98,露天風呂からの景色が素晴らしい
A98_2,98,露天風呂は一位、二位を争う程のハイスペック温泉
A98_3,98,泉質がツルツルで気持ち良い
A98_4,98,内湯は温湯と熱湯があり、長湯が苦手な人にも優しい設計
A98_5,98,料金が500円以下で驚くほど安い
A98_6,98,日帰り入浴の営業時間が短いのが残念
A98_7,98,スタッフの対応がとても良い
A98_8,98,大船渡に寄ったら日帰り入浴を訪問する価値がある
A98_9,98,近くに復興の湯という足湯があり、オススメ
A99_0,99,部屋から見える朝日が本当に綺麗
A99_1,99,部屋の広さは充分
A99_2,99,お風呂の温度がちょうどいい
A99_3,99,露天風呂で朝は朝日、夜は海の静かな雰囲気を楽しめる
A99_4,99,夜ご飯の量が多いが、どれも美味しい
A99_5,99,従業員が親切で気持ちよく過ごせた
A100_0,100,料理のボリュームに大満足
A100_1,100,海の幸満載でお肉がなくても満たされた
A100_2,100,温泉は海を眺められる露天が最高
A100_3,100,スタッフが素晴らしい
A100_4,100,また訪れたい宿
A101_0,101,エントランスから海が見える
A101_1,101,露天風呂が気持ち良い
A101_2,101,フロントの若い男性スタッフの接遇が素晴らしい
A101_3,101,年配の女性スタッフの対応に不満
A101_4,101,和室がカビ臭く、布団が異臭
A101_5,101,昭和中期の臭いがする
A102_0,102,凄い景色で、飛んでるカモメの背中が見える
A102_1,102,防潮堤が残念
A103_0,103,館内が綺麗で安心して利用できる
A103_1,103,海が目の前に広がる絶景の露天風呂で癒される
A103_2,103,食事が非常に美味しい
A103_3,103,晩御飯が特に豪華
A104_0,104,天然温泉は珍しく貴重だが、塩素臭が強い
A104_1,104,夜の料理はボリュームがあるが、ホヤは好き嫌いが分かれる
A104_2,104,刺盛りにアワビが入っていて豪華
A104_3,104,地元でとれた地魚を使うとさらに良い
A105_0,105,露天風呂が最高
A105_1,105,朝の海が見れる
A105_2,105,夜ご飯や朝ごはんが美味しい
A105_3,105,特になべやきが美味しい
A105_4,105,いくらかけ放題があった
A105_5,105,また行きたい
A106_0,106,2〜3年前に宿泊し、最高でゆっくり休めた
A106_1,106,夕食にマグロ頭の煮付けがあり、従業員が分けてくれた
A106_2,106,露天風呂から海が見え、リラックスできた
A106_3,106,碁石インターから5分位
A106_4,106,また機会があったら利用したい
A107_0,107,結婚記念日に山側の部屋に一泊
A107_1,107,三陸の海の幸を存分に楽しむプランを選択
A107_2,107,海鮮三昧でどの品も素晴らしい
A107_3,107,部屋は清潔で2人なら必要充分なアメニティが揃っている
A107_4,107,元々民宿が発祥
A107_5,107,従業員の応対が丁寧でおもてなしの気持ちが伝わる
A107_6,107,天気がイマイチで露天風呂からの朝日を眺められなかった
A107_7,107,チェックアウト後に足湯に浸かり温まった
A107_8,107,また訪れたい
A108_0,108,部屋からの日の出の景色が素晴らしい
A108_1,108,料理が美味しいが、お肉はない
A108_2,108,品数が多く、全部は食べられなかった
A108_3,108,ホヤが苦手と伝えると、代わりによもぎ豆腐を出してくれた
A108_4,108,ホテルスタッフの対応があたたかみがある
A109_0,109,大船渡湾を望む絶景の宿
A109_1,109,夕食で極上の海の幸が頂ける
A109_2,109,温泉の浴室が広く、良いお湯
A109_3,109,オーシャンビューの露天風呂が癒される
A109_4,109,部屋はシンプルで必要十分
A109_5,109,最初からお布団が敷いてあり、リラックスできる
A109_6,109,食事の量が多すぎる
A109_7,109,高齢の方や少食の方には完食が難しい
A109_8,109,ボリュームの良さは大船渡温泉の強み
A110_0,110,今年2回宿泊した
A110_1,110,お魚が美味しい
A110_2,110,素材を生かした素朴な料理でボリュームがすごい
A110_3,110,焼き魚が冷たかったのは残念
A110_4,110,部屋はシンプルだが眺めは抜群
A111_0,111,部屋は狭く簡素で、洗面所とトイレも狭い
A111_1,111,部屋の豪華さや落ち着いた雰囲気は求めない方がいい
A111_2,111,窓が2面ある角部屋は開放感がありおすすめ
A111_3,111,部屋に金庫はなく、貴重品はフロントに預ける必要がある
A111_4,111,布団が予め敷けるように用意されている
A111_5,111,宿に入った瞬間の景色が素晴らしい
A111_6,111,館内は清掃が行き届いており清潔感がある
A111_7,111,料理（海鮮）が豪華で量も多く、味も質も満点以上
A111_8,111,露天風呂は目隠しがあり景色を楽しめないが、船の往来や養殖場があるため仕方ない
A111_9,111,スタッフの挨拶と心配りが徹底されている
A111_10,111,景色と海鮮の食事を楽しみたい方におすすめ
A111_11,111,家族全員一致でリピートしたい宿リストに追加決定
A112_0,112,スタンダードコースの夕食料理は食べきれない程の海産物料理で大満足
A112_1,112,温泉は加温している冷鉱泉でアルカリ性の湯
A112_2,112,島影から昇る朝日を見ながら入れる露天風呂が秀逸
A112_3,112,インターネット予約では山側の部屋だったが、チェックイン時に海側の部屋に代えてもらえた
A113_0,113,御飯と絶景の眺望は文句無し
A113_1,113,温泉の塩素の臭いが強い
A113_2,113,全体的にとても良かった
A114_0,114,日帰り温泉で身体を洗うところで待たされた
A114_1,114,他のお客さんが湯を手で混ぜたり、寝そべりながら顔にパックしていた
A114_2,114,あまりゆっくり入れなかった
A114_3,114,何回か利用していたが、様子を見て考えている
A115_0,115,敷地内で海を観ながら無料で足湯が楽しめる
A115_1,115,日帰り温泉入浴もあり楽しめる
A115_2,115,食事が凄いらしい
A115_3,115,マグロのカマが頼める
A116_0,116,日帰り温泉に入った
A116_1,116,景色が良い
A116_2,116,湯船はもう少し深くても良い
A117_0,117,海側の最上階で絶景オーシャンビューを楽しんだ
A117_1,117,雪雲で朝日は見れなかったが、素敵な朝焼けを見た
A117_2,117,また訪れて日の出を見たい
A117_3,117,夕食は海鮮三昧で、マグロ煮付けがコラーゲンたっぷりで最高
A117_4,117,鮑のステーキとお刺身、旬ワカメのしゃぶしゃぶも美味しかった
A117_5,117,特別室に満足したが、部屋が広い割に加湿器が小さく乾燥していた
A118_0,118,新鮮な海鮮物が魅力的な懐石料理が食べられる
A118_1,118,オーシャンビューの立地で景色が素晴らしい
A118_2,118,復興の湯と名付けられた足湯は無料で利用できる
A118_3,118,日帰り温泉としても館内の温泉が利用できる
A118_4,118,内湯が温湯と熱めの湯舟があり、露天風呂は旭を観ながら入れる
A118_5,118,ヘアーケアーとスキンケアが充実しているが、クレンジングはない
A118_6,118,オーシャンビューのお風呂で月灯が水面に映し出される様子が素敵
A118_7,118,お風呂入口前に海が見渡せる休み所があり、コーヒーマシーンが利用できる
A118_8,118,ランドリーがあり便利
A118_9,118,部屋は無駄なく綺麗で、布団が整えられている
A118_10,118,浴衣のサイズは幅が同じでぽっちゃりさんでも大丈夫
A118_11,118,食事はワカメと昆布が多く、天麩羅が冷めていたのが残念
A118_12,118,梅酒ロックはダブルで頼むのが良い
A118_13,118,グラスの飲み口が欠けていて不快だった
A118_14,118,懐石料理の器を下げずにまとめて片付ける音が大きく、静かに食事したい人には不向き
A118_15,118,お一人様も歓迎されている宿
A118_16,118,女性お一人様も宿泊していた
A119_0,119,絶景2位のお風呂から見える海が最高
A119_1,119,アメニティーが充実していて手ぶらで行ける
A119_2,119,日帰り入浴が大人480円と格安
A119_3,119,食事ができるレストランがあればいい
A120_0,120,部屋からの眺め、お料理、温泉に満足
A120_1,120,スタッフの接客が親切丁寧で良かった
A121_0,121,日帰り風呂をたまに利用する
A121_1,121,ロケーション、風景、設備は申し分ない
A121_2,121,掃除があまり行き届いていない
A121_3,121,お湯に色々浮いている
A121_4,121,設備の管理と客数のバランスが崩れている
A121_5,121,改善してほしい
A122_0,122,食事が美味しくて量も良かった
A122_1,122,海に近く、朝日がとてもきれいに見られる
A122_2,122,個人的には秀逸に良い宿
A123_0,123,チェックアウト時に頂いた塩蔵茎わかめが美味しかった
A123_1,123,露天風呂の景色が良い
A123_2,123,朝ごはんがボリューム満点
A124_0,124,海側の部屋に宿泊し、眺めが最高
A124_1,124,食事は漁師めしコースで食べきれないほど
A124_2,124,大浴場から海を眺めながら入れて気持ちが良かった
A124_3,124,いい時間を過ごした
A125_0,125,こじんまりとした中規模感でゴミゴミしていない
A125_1,125,朝日が昇る中での露天風呂は最高のロケーション
A125_2,125,シングル和室に布団敷も良い
A126_0,126,温泉と食事がとても良かった
A126_1,126,露天風呂からの三陸の海の景色が最高
A126_2,126,夕食のアワビやウニやマグロがとても美味しかった
A126_3,126,コーヒーの無料サービスが嬉しい
A127_0,127,眺望と接客は素晴らしい
A127_1,127,料理が食べきれないほど提供された
A127_2,127,部屋の掃除が行き届いていない
A127_3,127,エアコンにカビが生えていた
A127_4,127,トイレの換気扇と食事会場の網戸がホコリだらけ
A127_5,127,若い人がたくさん働いているので頑張って欲しい
A128_0,128,夕食が美味しい
A128_1,128,浜焼きとウニが新鮮
A128_2,128,量が多すぎるのが難点
A129_0,129,クチコミが良く、実際に行ってさらに感動
A129_1,129,舟盛りや踊りアワビステーキ、カジキマグロ煮付がおかわり自由で美味しくボリューム満点
A129_2,129,中居さんや料理長がフロアでサービスしていて、皆さんあたたかく感じが良い
A129_3,129,最上階オーシャンビューで良い景色が見れた
A129_4,129,隣の部屋の物音が聞こえたが、宿は文句無しでオススメ
A129_5,129,オーナーさんや従業員さんの意気込みを感じ、また家族や友達を連れて行きたい
A130_0,130,日帰り温泉を利用
A130_1,130,お湯と景色の眺めが最高
A131_0,131,駐車場のすぐそばに足湯があり、誰でも利用できる
A131_1,131,正面玄関でサンダルに履き替え、靴は下駄箱に入れる
A131_2,131,ロビーから全面ガラス張りの絶景が見られる
A131_3,131,海側の部屋からも絶景が見られる
A131_4,131,部屋には布団が人数分準備されている
A131_5,131,部屋に風呂がないので1階の温泉を利用する必要がある
A131_6,131,内湯と露天風呂があり、内湯は広く、露天風呂も気持ちいい
A131_7,131,夕食は15品くらいで、ワカメのしゃぶしゃぶがおいしい
A131_8,131,朝食は12品くらいで、品数豊富で満足できる
A131_9,131,子供連れにもおすすめで、お子さま用の料理もある
A131_10,131,晩飯は生物以外は部屋への持ち帰り可能
A131_11,131,部屋の窓にカメムシがいたのが残念
A132_0,132,料理はボリュームがある
A132_1,132,海鮮が苦手な方には厳しいかもしれないが美味しく頂いた
A132_2,132,温泉は熱めとぬるめの浴槽がある
A132_3,132,男湯の露天は2〜3人くらいで入る広さ
A132_4,132,晴れていれば景色が良い
A133_0,133,屋上にいつでも出られるので日の出が見られる
A133_1,133,すぐ先に高めの岩場があり水平線から太陽が登るところは見られなかった
A133_2,133,屋上に出られる宿は珍しいので良かった
A133_3,133,露天風呂からも日の出を眺めることができる
A133_4,133,客室から日の出を見るためには日の出側の客室を予約する必要がある
A134_0,134,大晦日に宿泊し、スタッフが若くて愛想良く気持ち良く過ごせた
A134_1,134,フロントの説明が丁寧
A134_2,134,温泉から太平洋を一望できる
A134_3,134,18時までドリンクサービスがあり、生ビールも提供
A134_4,134,部屋はこじんまりしているが清潔で必要な物が揃っている
A134_5,134,夕食会場のスタッフがテキパキ動き好印象
A134_6,134,刺身は期待外れだったが、他のメニューは美味しかった
A134_7,134,朝食バイキングは野菜たっぷりでフルーツ&ヨーグルトもあり最高
A134_8,134,おせち盛りがありお正月気分を味わえた
A134_9,134,お雑煮の出汁が最高に美味しかった
A134_10,134,周辺は復興中だが、若いスタッフが元気良く、また行きたい宿
A135_0,135,海側のリーズナブルな部屋に泊まったが、海が見えるだけだった
A135_1,135,山側の部屋にもっと安く泊まるか、海側のもっといい部屋に泊まった方が良かった
A135_2,135,ご飯は美味しかったが値段相応
A135_3,135,温泉はごく普通
A135_4,135,露天風呂からの景色は良いが、夜は何も見えないので朝風呂が良い
A136_0,136,大船渡出張の際によく宿泊している
A136_1,136,エントランスから見える景色が素晴らしい
A136_2,136,夕食のボリュームがあり、三陸の新鮮な食材を使用
A136_3,136,朝陽を浴びながら入る温泉がある
A136_4,136,癒し要素満載の宿
A137_0,137,被災地をめぐる旅で利用
A137_1,137,夕食抜きの予約を急遽夕食付きにしてくれた
A137_2,137,客室まで名刺を持参してお詫びに来てくれた
A137_3,137,絶景や食事が素晴らしい
A137_4,137,おもてなしの心が一番
A137_5,137,お土産にいただいた昆布が絶品
A138_0,138,風呂は塩素消毒されているので温泉の質には期待しない方がいい
A138_1,138,晩飯が素晴らしく、大満足
A138_2,138,朝食に肉類は一切出なかった
A138_3,138,地元の食材をたっぷり堪能できる献立
A138_4,138,魚介好きにはたまらない宿
A138_5,138,部屋と風呂から見える海と素晴らしい料理が魅力
A138_6,138,山側の部屋になるとがっかりする
A139_0,139,海側の部屋からの景色は圧巻で心が癒される
A139_1,139,一人旅でも海側を予約したい
A139_2,139,お布団の重ね敷きと加湿器をお願いして助かった
A139_3,139,延長コードのレンタルがあると嬉しい
A140_0,140,何度か日帰り温泉を利用している
A140_1,140,大船渡湾を一望できる高台にある温泉
A140_2,140,露天風呂からも海が見える
A140_3,140,料金が大人480円と安い
A141_0,141,絶景で露天風呂からの朝日が最高
A141_1,141,夕食は食べきれないほどの海鮮が出てくる
A141_2,141,マグロの煮付けがおいしくておかわりした
A141_3,141,部屋は綺麗だが値段に合っていない
A141_4,141,部屋が狭く、敷き布団が薄く、掛け布団が固く重い
A141_5,141,スタッフは親切
A141_6,141,日帰り温泉がリーズナブル
A141_7,141,コインランドリーがある
A142_0,142,ホテルは三陸道大船渡碁石インターから車ですぐの場所
A142_1,142,海側の部屋の眺めが最高
A142_2,142,スタッフの対応が良い
A142_3,142,部屋の掃除が行き届いている
A142_4,142,大浴場には大風呂、ぬるめの小風呂、露天風呂がある
A142_5,142,夕食は大宴会場でコロナ対策がしっかりしている
A142_6,142,海賊コースの料理は刺身の舟盛り、ホタテ焼き、サンマの塩焼きなどで満足
A142_7,142,朝食は和食御膳で品数が多く満足
A142_8,142,ご飯は岩手県産ひとめぼれだが、家のご飯よりおいしくなかった
A143_0,143,"山側6畳の客室を予約し、1人あたり11,500円+入湯税で宿泊"
A143_1,143,温泉はナトリウム・カルシウム塩化物泉で、塩素臭が若干気になる
A143_2,143,大船渡湾の眺めを堪能しながら入る露天風呂は他に変えがたい
A143_3,143,夕食は高級食材や珍味を織り混ぜた料理でコスパ最高
A143_4,143,アワビの刺身が1貝まるごとついてくる
A143_5,143,量が豊富で、前菜だけで満腹になる可能性がある
A143_6,143,接客は若いフロントマンが中心で、つかみは上々
A143_7,143,給仕係の対応に若干の不満があった
A144_0,144,海の幸が豊富
A144_1,144,ワカメの大盤振る舞い
A144_2,144,天気のいい日は日の出が最高
A144_3,144,季節ごとに楽しめる
A145_0,145,立ち寄り湯で利用
A145_1,145,湯質と湯温が良質
A145_2,145,湯船から見える景色が芸術的
A145_3,145,団体客を駐車場で見送りしていた
A145_4,145,火災警報の誤報があったが、スタッフが落ち着いて対応
A146_0,146,部屋や温泉はそれなり
A146_1,146,豪華な海鮮料理が自慢
A146_2,146,マグロのカマ煮やあわびが美味しい
A146_3,146,提供の仕方に問題がある
A146_4,146,スタッフが料理を美味しく食べてもらおうと考えていない
A146_5,146,料理の量が多く、テーブルが狭い
A146_6,146,料理だけでリピートできるレベルだが、改善が必要
A147_0,147,湯が良かった
A147_1,147,建物が綺麗で居心地が良い
A147_2,147,食事は美味しいが、ご飯がいまいちで残念
A147_3,147,東北の美味しい米を期待していた
A148_0,148,景色と温泉が旅気分を盛り上げてくれる
A148_1,148,ビジネス利用していたが、1人での宿泊プランが無い日が増えたのが残念
A148_2,148,壁が厚く、隣のイビキが聞こえない
A148_3,148,料理の量が多いので小食の人は注意
A149_0,149,東北一周旅行で最初に宿泊
A149_1,149,内装がとても綺麗で、窓から見える入江の景色が最高
A149_2,149,部屋から入江へ沈む夕焼けが見える
A149_3,149,屋上からの眺めも良い
A149_4,149,露天風呂から入江がよく見える
A149_5,149,晴れた青空のもとでのんびりと入るお風呂が気持ち良い
A149_6,149,偶然綺麗な鳥が近くの手すりに来た
A149_7,149,海鮮料理が豪華で量が多い
A149_8,149,カジキの煮つけがとろっとろで美味しい
A149_9,149,お刺身が盛り方も綺麗で、一切れ一切れが分厚く美味しい
A149_10,149,東北巡りの中でここの料理が一番良かった
A150_0,150,部屋から海が眺められて朝ははっきり見えた
A150_1,150,夕食の竜宮コースは品数が多く食べきれなかった
A150_2,150,アワビのお刺身、バター焼き、お魚の汁ものなど三陸の食べ物が嬉しかった
A150_3,150,職員の方の優しい対応に満足
A151_0,151,スタッフの接客が素晴らしい
A151_1,151,チェックイン時のフロント男性スタッフ、夕食時の男性スタッフ、朝食時の女性スタッフの対応が良かった
A151_2,151,オーナーの理念が浸透しているのか、土地柄の特色なのか、他の旅館、ホテルにも見習って欲しい
A151_3,151,夕食の量が多く、食べきれなかった
A151_4,151,また利用したい
A152_0,152,露天風呂からの景色が最高
A152_1,152,星空と海に映る月がきれい
A152_2,152,キャンペーンのおかげでお得になった
A152_3,152,朝日も最高
A153_0,153,食事が美味しく、メバチマグロの煮付けやわかめのしゃぶしゃぶなどがたっぷり
A153_1,153,お風呂のお湯は無色透明だが、お肌がツルツルになる
A153_2,153,夜中ずっとお風呂に入れる
A153_3,153,ロビーが広々としていて、コインランドリーがあり、海が一望できる
A153_4,153,部屋が清潔で綺麗
A153_5,153,また利用したい
A154_0,154,日帰り温泉で訪れた
A154_1,154,景色が良かった
A154_2,154,露天風呂が少しぬるかった
A155_0,155,建物が綺麗で快適に過ごせた
A155_1,155,部屋は眺望が良く清潔感がある
A155_2,155,喫煙ルームでもさほど気にならなかった
A155_3,155,海を見ながら露天風呂に入れた
A155_4,155,料理は海の幸がいっぱいでボリューム満点
A155_5,155,足湯があったが、気付くのが遅れて入れなかった
A155_6,155,子供達も楽しかった
A155_7,155,Go toトラベルの対象で価格がリーズナブル
A156_0,156,夫婦で日帰り入浴を利用している
A156_1,156,眺めがとても良い
A156_2,156,大浴場の広さがちょうど良い
A156_3,156,脱衣場の換気扇の掃除中に埃が舞って落ちてきた
A156_4,156,埃が舞っていることに敏感に反応した
A156_5,156,日帰り入浴の客にも配慮してほしい
A157_0,157,部屋おまかせの安いプランで部屋が狭かった
A157_1,157,窓が低く、子供がいるため開けられず息苦しかった
A157_2,157,トイレと洗面台が付いていて助かった
A157_3,157,朝食は地元らしいものが楽しめておいしかった
A157_4,157,山側眺望の部屋だったが、フロント階からの海の景色は開放的
A157_5,157,遠くから来るなら海側をおすすめしたい
A158_0,158,夕食は海藻類がたっぷりで充実
A158_1,158,朝食も海の幸中心で満足
A158_2,158,飲み物とご飯はセルフでお代わり可能
A158_3,158,客室は和室でチェアーが欲しい
A158_4,158,風呂は海に面しており、朝日も見られる
A158_5,158,屋上からの眺望も良い
A159_0,159,至れり尽くせりの温泉宿
A159_1,159,外に足湯がある
A159_2,159,ロビーにコーヒーマシーンがあり、客室への持ち込み可能
A159_3,159,風呂は熱めとゆるめの内湯、露天の3つ
A159_4,159,天気が良ければ日の出を拝める
A159_5,159,夕食は海鮮ものが豊富で、カジキマグロの頭煮は御代わり自由
A159_6,159,朝食は和御膳で普通に旨い
A159_7,159,接客が良い
A159_8,159,ロビーにいる「おおふなとん」が面白い
A160_0,160,2014年に訪れて以来、再び訪問したいと思っていた
A160_1,160,おもてなしの精神に溢れたスタッフ
A160_2,160,美味しい魚がいっぱいの朝ごはん
A160_3,160,海を一望できる温泉でリラックスできた
A161_0,161,格別なおもてなしとご馳走に感激
A161_1,161,夕食はボリューミーで新鮮な三陸の幸が味わえる
A161_2,161,社長は現役の漁師で、おいしい料理を提供したいという想いがある
A161_3,161,温泉でゆっくりくつろげる
A161_4,161,屋上から眺めた大船渡湾の日の出が素晴らしい
A162_0,162,火に油を注ぐような回答や言い訳は二次クレームに発展する可能性がある
A162_1,162,支配人の返信は謙虚で言い訳がない
A162_2,162,お客様の立場になって考えることはいつの時代でも大事
A162_3,162,志田支配人からの返信を望む
A162_4,162,じゃらんは検閲があり、良い口コミしか掲載されない
A163_0,163,太平洋に昇る朝日が見れる絶景のお宿
A163_1,163,強風で電車が止まった際に宿の方が検索してくれて助かった
A163_2,163,とてもいい時間を過ごせた
A164_0,164,ビジネスで利用
A164_1,164,"7,000円と消費税で朝食付き"
A164_2,164,建物は綺麗で立派
A164_3,164,屋上からの景色は全方位絶景
A164_4,164,部屋はこじんまりとしており、布団が敷かれるとスペースがほとんど無い
A164_5,164,デスクは簡易テーブルで、仕事を持ち込むとストレスを感じるかも
A164_6,164,温泉は泉質はそれ程でもないが、海を眺望しながらの入浴は最高
A164_7,164,朝食は品数が多く、大船渡の魅力を味わえる
A164_8,164,ビジネス利用では若干高いが、価格に見合った宿
A164_9,164,近隣にはお店があまり無いので予め用意して行った方が良い
A164_10,164,次回は2食付きの家族旅行で宿泊したい
A165_0,165,平日はお値打ち価格で素晴らしいコスパ
A165_1,165,従業員が親切で明るい
A165_2,165,海外の方も寛いでいた
A165_3,165,眺めが最高で、海側の部屋を用意してくれた
A165_4,165,露天風呂から日の出を眺められて癒やされた
A165_5,165,料理が最高で、朝食に自分で海鮮丼を作れる
A165_6,165,ホテルがとても綺麗
A165_7,165,復興中の大船渡を応援するために宿泊を楽しむことが大切
A165_8,165,また来たい
A166_0,166,急遽晩飯を用意してもらった
A166_1,166,"3,850円で5,000円以上の品数"
A166_2,166,量が多く、フードファイター並み
A166_3,166,朝食も満足いく量
A166_4,166,従業員の対応が親切で気持ち良い
A166_5,166,部屋の気配りが細かく、アメニティが豊富
A166_6,166,また訪れたいホテル
A167_0,167,3度目で海側の部屋に宿泊
A167_1,167,天気が良く夕日を眺めることができた
A167_2,167,途中紅葉も楽しめた
A167_3,167,いわて旅応援プロジェクトを利用できた
A168_0,168,日帰り利用が気軽にできる
A168_1,168,露天の景色が岩手県で一番素晴らしい
A168_2,168,目の前に広がる湾の眺めが素晴らしい
A168_3,168,料理の評判が良い
A168_4,168,宿泊で利用してみたい
A169_0,169,県民割を使い一泊
A169_1,169,スタッフは愛想が良く気遣いが素晴らしい
A169_2,169,館内は清潔だがエレベーターが少し臭う
A169_3,169,部屋はビジネスホテルのような臭いが染み込んでいる
A169_4,169,洗面所がすぐ水が詰まる
A169_5,169,温泉は綺麗で泉質は少ししょっぱくて硬い印象
A169_6,169,塩素の臭いが強い
A169_7,169,朝9時まで入れるのが良い
A169_8,169,料理は味付けが食べやすくお刺身も美味しい
A169_9,169,鮑の肝醤油が欲しかった
A169_10,169,料理の量が多く少食の方には多いと感じる
A169_11,169,追加料理が頼めると良い
A169_12,169,夕食の白米は若干柔らかくベチャついていた
A169_13,169,食事会場が寒かった
A169_14,169,ビールは炭酸が強いが美味しい
A169_15,169,スタッフのホスピタリティが素晴らしい
A169_16,169,売店はセンスが良くお得なものがある
A169_17,169,ロビーの無料コーヒーは酸化して酸っぱかった
A169_18,169,岩手がより好きになった
A170_0,170,親孝行で訪れた
A170_1,170,魚料理に大満足
A170_2,170,品揃えが豊富でこれまで経験がなかった
A170_3,170,お品書きも工夫があって楽しめた
A171_0,171,大船渡温泉に宿泊
A171_1,171,レモンサワーで乾杯
A171_2,171,海鮮しゃぶしゃぶコースを堪能
A171_3,171,前菜に三陸の珍味（メカブ、ホヤ、わかめ煎餅、マンボウ酢味噌）
A171_4,171,香の物に胡瓜の醤油漬け
A171_5,171,造りに鮑、鰹、平目、目梶木
A171_6,171,煮物にカジキマグロの兜煮
A171_7,171,焼物にチダイの塩焼き
A171_8,171,強肴に鮑の踊り焼き
A171_9,171,蒸し物にわかめの茶碗蒸し
A171_10,171,台の物に海鮮しゃぶしゃぶ
A171_11,171,揚物に汐子のパリパリ揚げ
A171_12,171,食事に岩手県産ひとめぼれ使用白飯
A171_13,171,留椀に毛蟹の味噌汁
A171_14,171,果物にメロンと葡萄
A171_15,171,日本酒（多賀多、大船渡温泉）を楽しむ
A172_0,172,朝食がバランス良くて満足
A172_1,172,露天風呂がすごく良かった
A172_2,172,元旦などは特に泊まる価値がある
A173_0,173,日帰り入浴は平日と休日で時間が異なるので注意が必要
A173_1,173,2018年温泉総選挙絶景部門で全国5位に選ばれた
A173_2,173,温泉から海が一望できる景色がきれい
A173_3,173,宿泊のメリットは温泉から日の出が見られること
A173_4,173,大浴場、薬湯、露天風呂がある
A173_5,173,大浴場の温度がちょうどよく、海が一望できる
A173_6,173,薬湯は少し濁りがあり、温さがちょうどよい
A173_7,173,景色がよく、温泉も気持ちよかった
A173_8,173,アクセスが少しネックだが、行って損はない
A174_0,174,フロントのスタッフの対応が素晴らしい
A174_1,174,アレルギーに気を使ってくれた
A174_2,174,夕食はボリューム満点
A174_3,174,朝食も美味しかった
A174_4,174,部屋から見る日の出が最高
A174_5,174,泊まってよかった大賞
A175_0,175,温泉とロケーションは良かった
A175_1,175,食事が旬を過ぎているものや、ほぼお湯の味噌汁でまずかった
